[t1] 16x16 shift=0.5 N=16 seed=21 oracle: W2=1.154 KL=17.04 g*=1.07 (0.3s)
[t1] 16x16 shift=0.5 N=16 seed=21 dps: W2=1.512 KL=24.98 g*=1.34 (0.8s)
[t1] 16x16 shift=0.5 N=16 seed=21 sap: W2=5.693 KL=3082 g*=0.64 (1.4s)
[t1] 16x16 shift=0.5 N=16 seed=21 twisted: W2=1.271 KL=17.64 g*=1.03 (1.4s)
[t1] 16x16 shift=0.5 N=16 seed=21 terminal_is: W2=16.46 KL=3934 g*=0.00674 (0.9s)
[t1] 16x16 shift=0.5 N=16 seed=21 exact_guidance: W2=1.24 KL=26.05 g*=1.04 (0.8s)
[t1] 16x16 shift=0.5 N=64 seed=21 oracle: W2=0.6346 KL=4.345 g*=1 (0.6s)
[t1] 16x16 shift=0.5 N=64 seed=21 dps: W2=1.216 KL=19.48 g*=1.39 (0.8s)
[t1] 16x16 shift=0.5 N=64 seed=21 sap: W2=4.471 KL=198.1 g*=1.1 (1.3s)
[t1] 16x16 shift=0.5 N=64 seed=21 twisted: W2=0.6194 KL=4.194 g*=1.01 (1.4s)
[t1] 16x16 shift=0.5 N=64 seed=21 terminal_is: W2=14.4 KL=3701 g*=0.0103 (1.1s)
[t1] 16x16 shift=0.5 N=64 seed=21 exact_guidance: W2=0.6616 KL=14.46 g*=0.982 (0.8s)
[t1] 16x16 shift=0.5 N=256 seed=21 oracle: W2=0.3309 KL=1.094 g*=0.98 (0.5s)
[t1] 16x16 shift=0.5 N=256 seed=21 dps: W2=1.166 KL=15.62 g*=1.42 (0.9s)
[t1] 16x16 shift=0.5 N=256 seed=21 sap: W2=3.509 KL=104.1 g*=1.75 (1.3s)
[t1] 16x16 shift=0.5 N=256 seed=21 twisted: W2=0.2689 KL=0.9316 g*=0.996 (1.7s)
[t1] 16x16 shift=0.5 N=256 seed=21 terminal_is: W2=13.21 KL=3581 g*=0.0145 (1.3s)
[t1] 16x16 shift=0.5 N=256 seed=21 exact_guidance: W2=0.3045 KL=11.05 g*=0.997 (0.9s)
[t1] 16x16 shift=1.0 N=16 seed=21 oracle: W2=0.8026 KL=16.57 g*=0.963 (0.0s)
[t1] 16x16 shift=1.0 N=16 seed=21 dps: W2=1.536 KL=40.17 g*=1.38 (0.0s)
[t1] 16x16 shift=1.0 N=16 seed=21 sap: W2=5.489 KL=720.2 g*=0.206 (0.0s)
[t1] 16x16 shift=1.0 N=16 seed=21 twisted: W2=0.8328 KL=17.61 g*=0.984 (0.0s)
[t1] 16x16 shift=1.0 N=16 seed=21 terminal_is: W2=16.1 KL=6950 g*=0.00469 (0.0s)
[t1] 16x16 shift=1.0 N=16 seed=21 exact_guidance: W2=0.8045 KL=24.76 g*=0.992 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 oracle: W2=0.3908 KL=3.607 g*=0.992 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 dps: W2=1.388 KL=34.66 g*=1.36 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 sap: W2=4.78 KL=417.4 g*=0.287 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 twisted: W2=0.4111 KL=4.2 g*=0.992 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 terminal_is: W2=17.45 KL=7572 g*=0.00452 (0.0s)
[t1] 16x16 shift=1.0 N=64 seed=21 exact_guidance: W2=0.4314 KL=13.73 g*=0.991 (0.1s)
[t1] 16x16 shift=1.0 N=256 seed=21 oracle: W2=0.2126 KL=1.097 g*=1 (0.0s)
[t1] 16x16 shift=1.0 N=256 seed=21 dps: W2=1.362 KL=29.24 g*=1.36 (0.0s)
[t1] 16x16 shift=1.0 N=256 seed=21 sap: W2=3.826 KL=344.3 g*=0.464 (0.0s)
[t1] 16x16 shift=1.0 N=256 seed=21 twisted: W2=0.1975 KL=0.9686 g*=0.999 (0.0s)
[t1] 16x16 shift=1.0 N=256 seed=21 terminal_is: W2=14.32 KL=5987 g*=0.00516 (0.0s)
[t1] 16x16 shift=1.0 N=256 seed=21 exact_guidance: W2=0.2407 KL=10.32 g*=0.997 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 oracle: W2=0.6089 KL=16.86 g*=0.987 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 dps: W2=1.715 KL=86.68 g*=1.33 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 sap: W2=7.903 KL=4396 g*=0.0527 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 twisted: W2=0.5333 KL=16.39 g*=1 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 terminal_is: W2=16.92 KL=1.805e+04 g*=0.00414 (0.0s)
[t1] 16x16 shift=2.0 N=16 seed=21 exact_guidance: W2=0.6025 KL=28.34 g*=0.995 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 oracle: W2=0.2765 KL=3.788 g*=1 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 dps: W2=1.7 KL=78.24 g*=1.33 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 sap: W2=7.099 KL=4055 g*=0.0818 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 twisted: W2=0.2894 KL=3.99 g*=0.994 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 terminal_is: W2=17.93 KL=2.082e+04 g*=0.00406 (0.0s)
[t1] 16x16 shift=2.0 N=64 seed=21 exact_guidance: W2=0.3089 KL=12.26 g*=0.992 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 oracle: W2=0.1433 KL=1.013 g*=0.999 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 dps: W2=1.646 KL=72.32 g*=1.33 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 sap: W2=6.779 KL=3865 g*=0.11 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 twisted: W2=0.1467 KL=1.063 g*=1 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 terminal_is: W2=16.3 KL=1.693e+04 g*=0.00419 (0.0s)
[t1] 16x16 shift=2.0 N=256 seed=21 exact_guidance: W2=0.178 KL=10.77 g*=0.995 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 oracle: W2=0.3879 KL=16.29 g*=1 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 dps: W2=2.627 KL=337.2 g*=1.42 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 sap: W2=12.14 KL=1.273e+04 g*=0.00972 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 twisted: W2=0.4205 KL=18.11 g*=1.01 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 terminal_is: W2=21.96 KL=9.888e+04 g*=0.00385 (0.0s)
[t1] 16x16 shift=4.0 N=16 seed=21 exact_guidance: W2=0.4637 KL=34.81 g*=0.98 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 oracle: W2=0.1872 KL=3.619 g*=1 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 dps: W2=2.565 KL=315.4 g*=1.4 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 sap: W2=11.1 KL=9991 g*=0.0225 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 twisted: W2=0.2047 KL=3.985 g*=1 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 terminal_is: W2=17.59 KL=5.36e+04 g*=0.00401 (0.0s)
[t1] 16x16 shift=4.0 N=64 seed=21 exact_guidance: W2=0.261 KL=17.48 g*=0.987 (0.0s)
[t1] 16x16 shift=4.0 N=256 seed=21 oracle: W2=0.09418 KL=0.9624 g*=0.999 (0.0s)
[t1] 16x16 shift=4.0 N=256 seed=21 dps: W2=2.585 KL=319.1 g*=1.41 (0.0s)
[t1] 16x16 shift=4.0 N=256 seed=21 sap: W2=10.8 KL=9164 g*=0.03 (0.0s)
